id,target,context
26433,pressing guide member,B60
26434,projection,B60
26435,protrusion,B60
26436,punch key,B60
26437,pushed pin,B60
26438,pushing pin,B60
26439,pushing pin mechanism,B60
26440,pushing projection,B60
26441,pushing syndrome,B60
26442,pushing system,B60
26443,return,B60
26444,roller,B60
26445,rotating sliding member,B60
26446,rotating sliding roller,B60
26447,slide member,B60
26448,slide roller,B60
26449,slider,B60
26450,sliding member,B60
26451,sliding roller,B60
26452,spring,B60
26453,stepped ratio change speed gears,B60
26454,action piece,F03
26455,actuation piece,F03
26456,atm pin,F03
26457,detachable pin,F03
26458,disjoined pin,F03
26459,midpoint,F03
26460,pin,F03
26461,pin ball,F03
26462,pincode,F03
26463,push pin,F03
26464,pushing member,F03
26465,pushing pins,F03
26466,pushing point,F03
26467,pushing up pin,F03
26468,pushpin engine,F03
26469,return array,F03
26470,return pin,F03
26471,safety pin,F03
26472,thumb tack,F03
26473,upper operating member,F03
26474,automatic transmission,B29
26475,broadband transmission,B29
26476,carrier wave transmission,B29
26477,decorative,B29
26478,electrical,B29
26479,electromagnetic radiation transmission,B29
26480,electrostatic pinning,B29
26481,excellent decorative,B29
26482,excellent design,B29
26483,good decorative,B29
26484,good design,B29
26485,lamellar like seals,B29
26486,measured radio the transmission,B29
26487,measured radio wave,B29
26488,measured radio wave transmission,B29
26489,measured the transmission,B29
26490,measured wave,B29
26491,measured wave transmission,B29
26492,microwaves transmission,B29
26493,plastic system,B29
26494,plastic welder,B29
26495,propagation of radio waves,B29
26496,radio,B29
26497,radio frequency transmission,B29
26498,radio transmission,B29
26499,radio valve,B29
26500,radio wave,B29
26501,radio wave transmission,B29
26502,tidal wave,B29
26503,transmission,B29
26504,transmission of radio waves,B29
26505,transmission system,B29
26506,transmission wave,B29
26507,transmitter,B29
26508,vacuum slots,B29
26509,wave,B29
26510,wave energy,B29
26511,wave equation,B29
26512,wave transmission,B29
26513,wave transmission medium,B29
26514,amount of dielectric,G01
26515,coefficient of dielectric,G01
26516,communication,G01
26517,communication delay,G01
26518,dielectric,G01
26519,electric wave,G01
26520,electromagnetic radio waves,G01
26521,half of communication,G01
26522,half of the communication,G01
26523,half of the transmission,G01
26524,half of transmission,G01
26525,half the communication,G01
26526,half the transmission,G01
26527,huge waves,G01
26528,internal dielectric,G01
26529,light wave distribution,G01
26530,light waves guided,G01
26531,maximum communication,G01
26532,maximum delay,G01
26533,maximum integrated,G01
26534,measurement of communication,G01
26535,measurement of the communication,G01
26536,measurement the communication,G01
26537,online radio,G01
26538,polarising light wave,G01
26539,radio,G01
26540,radio button,G01
26541,radio emission,G01
26542,radio propagation,G01
26543,radio standard reception,G01
26544,radio transmission,G01
26545,radio transmitter,G01
26546,radio wave communication,G01
26547,radio wave reception,G01
26548,receiving antenna,G01
26549,riding on waves,G01
26550,signal transmission,G01
26551,standard,G01
26552,standard reception,G01
26553,standard wave reception,G01
26554,standard wave transmission,G01
26555,transmission,G01
26556,transmission wave,G01
26557,transmitter,G01
26558,ultrasonic wave transmission,G01
26559,wave optics,G01
26560,wave transmission,G01
26561,wave transmission medium,G01
26562,weak radio waves,G01
26563,wireless waves transmission,G01
26564,radio reception,H01
26565,radio transmission,H01
26566,radio wave,H01
26567,radio wave reception,H01
26568,transmission,H01
26569,transmission wave,H01
26570,transmission wave reception,H01
26571,transmission wave,H04
26572,ultrasonic wave transmission,H04
26573,adjustment system,E05
26574,back adjustability,E05
26575,back adjustment,E05
26576,back adjustments,E05
26577,back bracket adjustment,E05
26578,back inspection,E05
26579,back looking inspection,E05
26580,back movement,E05
26581,back movement adjustment,E05
26582,back relative adjustment,E05
26583,back relative movement,E05
26584,back viewing,E05
26585,back visual inspection,E05
26586,back visual viewing,E05
26587,back yard,E05
26588,block adjustment,E05
26589,door for convertible,E05
26590,fittings,E05
26591,front adjustment,E05
26592,handle adjustment,E05
26593,latch system,E05
26594,moveable barrier,E05
26595,rear adjustability,E05
26596,rear adjustment,E05
26597,rear alignment,E05
26598,rear clearance,E05
26599,rear end adjustment,E05
26600,rear inspection,E05
26601,rear leg paralysis,E05
26602,rear looking inspection,E05
26603,rear looking viewing,E05
26604,rear movement,E05
26605,rear movement adjustment,E05
26606,rear relative adjustment,E05
26607,rear relative movement,E05
26608,rear shoulder pain,E05
26609,rear spoiler,E05
26610,rear support,E05
26611,rear viewing,E05
26612,rear visual inspection,E05
26613,rear visual viewing,E05
26614,safes door,E05
26615,safes password,E05
26616,side mounting,E05
26617,deceleration,G05
26618,discrete system,G05
26619,discrete time signals,G05
26620,displacement,G05
26621,disturbance,G05
26622,force,G05
26623,gps receiver,G05
26624,interia,G05
26625,mobile receiver,G05
26626,on board accelerometer,G05
26627,on boarding,G05
26628,receive acceleration signal,G05
26629,receive from acceleration sensor,G05
26630,receiving unit,G05
26631,sample unit,G05
26632,sensor,G05
26633,sms receiver,G05
26634,speed,G05
26635,time constants,G05
26636,velocity,G05
26637,wireless devices,G05
26638,accept via surface,B05
26639,arc spraying torch head,B05
26640,attach via surface,B05
26641,capturing via surface,B05
26642,collect via surface,B05
26643,collecting unit,B05
26644,orifice applicator system,B05
26645,receive message,B05
26646,receive updates,B05
26647,receive via antenna,B05
26648,receive via surface,B05
26649,received from surface,B05
26650,sealless modular positive displacement dispenser,B05
26651,skin surface,B05
26652,skin surface lipids,B05
26653,sprayed particles,B05
26654,surface anatomy,B05
26655,surface screenshot,B05
26656,surfaces,B05
26657,transmit via surface,B05
26658,antenna,H01
26659,attach via surface,H01
26660,collect via flat surface,H01
26661,communication module,H01
26662,conveying,H01
26663,film layer,H01
26664,process via server,H01
26665,radio frequency,H01
26666,receive over interface,H01
26667,receive signal,H01
26668,receive through surface,H01
26669,received via front face,H01
26670,receiving surfaces,H01
26671,send through surface,H01
26672,sending via surface,H01
26673,surface area,H01
26674,surface reaction,H01
26675,surface tension,H01
26676,surface volume,H01
26677,transmit via surface,H01
26678,via surface,H01
26679,transmit via surface,H03
26680,via surface,H03
26681,motor,E21
26682,rotor,E21
26683,tubing,E21
26684,umbilical,E21
26685,audio receiver,F41
26686,barell assembly,F41
26687,clamping tool,F41
26688,distributor drive shaft,F41
26689,drive in,F41
26690,drive shaft,F41
26691,engine,F41
26692,firearm,F41
26693,firearm receiver,F41
26694,flange,F41
26695,gps receiver,F41
26696,hitch,F41
26697,phone receiver,F41
26698,receiver gauge,F41
26699,receiver housing,F41
26700,rotating equipment,F41
26701,rotating machine element,F41
26702,shaft receiver,F41
26703,shoulder blade,F41
26704,shoulder mount,F41
26705,stock assembled,F41
26706,transmit power,F41
26707,motor,G05
26708,brush,H04
26709,channel receiver shaft,H04
26710,drive shaft,H04
26711,master shaft,H04
26712,motor,H04
26713,motor shaft,H04
26714,receiver brush,H04
26715,receiver motor,H04
26716,receiver rotor,H04
26717,receiver tank,H04
26718,receiving shaft,H04
26719,replaceable shaft assembly,H04
26720,rigid shaft,H04
26721,rotary receiver shaft,H04
26722,rotor,H04
26723,shaft,H04
26724,shaft collar,H04
26725,shaft coupling,H04
26726,shaft receiver,H04
26727,shaft ring,H04
26728,shaft seal,H04
26729,steering shaft,H04
26730,synchro receiver shaft member,H04
26731,telephone receiver,H04
26732,chemical reaction,C07
26733,destruction,C07
26734,elution,C07
26735,endometrial ablation,C07
26736,extract from reaction product,C07
26737,filtration,C07
26738,generate from reaction product,C07
26739,leaching,C07
26740,obtain from reaction product,C07
26741,obtained from reaction product,C07
26742,reaction mixture,C07
26743,reclaim from reaction product,C07
26744,recover from reaction,C07
26745,recover from reaction mixture,C07
26746,recover from reaction products,C07
26747,recover reaction product,C07
26748,recycle from reaction product,C07
26749,retrieve from reaction product,C07
26750,surgical procedure,C07
26751,chemical reaction,C08
26752,destruction,C08
26753,elution,C08
26754,endometrial ablation,C08
26755,extract from reaction product,C08
26756,filtration,C08
26757,generate from reaction product,C08
26758,leaching,C08
26759,obtain from reaction product,C08
26760,obtained from reaction product,C08
26761,products,C08
26762,reaction mixture,C08
26763,reclaim from reaction product,C08
26764,recover from reaction,C08
26765,recover from reaction mixture,C08
26766,recover from reaction products,C08
26767,recover reaction product,C08
26768,recycle from reaction product,C08
26769,retrieve from reaction product,C08
26770,surgical procedure,C08
26771,crest factor reduction,C03
26772,factor reduction,C03
26773,parameter,C03
26774,ratio,C03
26775,reduction,C03
26776,reduction level,C03
26777,value,C03
26778,arbitrary factor,G06
26779,coefficient,G06
26780,data set,G06
26781,decline feature,G06
26782,decline weight,G06
26783,decreasing factor,G06
26784,function,G06
26785,image reduction,G06
26786,magnification,G06
26787,magnification factor,G06
26788,metabolic factor,G06
26789,parameter,G06
26790,parameters,G06
26791,predefined criterion,G06
26792,predefined factor,G06
26793,predefined function,G06
26794,predefined probability,G06
26795,predetermined criterion,G06
26796,predetermined function,G06
26797,predetermined probability,G06
26798,probability,G06
26799,reduction chemistry,G06
26800,reduction function,G06
26801,reduction ratio,G06
26802,reduction size,G06
26803,reduction start position,G06
26804,scaling factor,G06
26805,scaling ratio,G06
26806,sub sampling factor,G06
26807,third scaling factor,G06
26808,time,G06
26809,weighting factor,G06
26810,zoom factor,G06
26811,dose,H01
26812,illumination factor,H01
26813,magnification,H01
26814,pitch,H01
26815,predetermined factor,H01
26816,predetermined value,H01
26817,projection magnification,H01
26818,projection ratio,H01
26819,reduction magnification,H01
26820,reduction ratio,H01
26821,allocation factor,H04
26822,allocation value,H04
26823,arbitrary factor,H04
26824,beauty factor,H04
26825,capacity reduction factor,H04
26826,crest factor reduction,H04
26827,efficiency reduction factor,H04
26828,enlargement factor,H04
26829,enlargement factors,H04
26830,factor,H04
26831,factor reduction,H04
26832,factor tree,H04
26833,fraction,H04
26834,image reduction,H04
26835,increasing by factor of,H04
26836,magnification factor,H04
26837,maximum reduction factor,H04
26838,metabolic factor,H04
26839,parameter,H04
26840,predefined factor,H04
26841,predetermined enlargement factors,H04
26842,reduction,H04
26843,reduction factors,H04
26844,reduction function,H04
26845,scaling factor,H04
26846,scaling portion,H04
26847,shift,H04
26848,shift values,H04
26849,shifting,H04
26850,shifts,H04
26851,strength reduction factor,H04
26852,sugar reduction,H04
26853,third scaling factor,H04
26854,value,H04
26855,zoom factor,H04
26856,anisotropic emission region,G01
26857,concave reflection mirror,G01
26858,condenser lens,G01
26859,decorative mirror,G01
26860,emitting surface,G01
26861,form by reflection,G01
26862,image reflection,G01
26863,mirror formula,G01
26864,mirror plate reflective metal surface,G01
26865,mirror selfie,G01
26866,non reflective surfaces,G01
26867,operate by reflection,G01
